dataset_name,totalRouteLength,sumOfTaskLengths,totalRouteCosts,maxRouteCost,iterations,computeTime,num_tasks,number_of_agents
CoverageTasks/AC300/AC2_0002.json,4474.4402197021545,3415.5739978489246,1823.2490366148809,337.5565313138948,113,39.40726202400401,46,8
CoverageTasks/AC300/AC5_0007.json,4897.5352651539815,3437.5392409841816,2126.4384047085364,303.358769352103,46,76.96306465100497,70,8
CoverageTasks/AC300/AC3_0008.json,4282.038720161903,3300.7518262944536,1770.352283787832,345.0317427070129,44,30.27652813703753,53,8
CoverageTasks/AC300/AC2_0018.json,4779.039458579914,3393.7474380022045,1884.1918731403807,348.97718900933035,73,34.58341915602796,46,8
CoverageTasks/AC300/AC6_0000.json,4372.312776430733,3102.209662957768,2121.995064775081,374.3861310775096,90,92.65359637583606,75,8
CoverageTasks/AC300/AC10_0005.json,4962.145898000542,2957.513260978295,3367.3513809353753,463.5221159118479,51,255.49853253387846,107,8
CoverageTasks/AC300/AC14_0016.json,4996.706113907336,3301.901069102369,2568.1275990521963,401.36483045690477,43,251.60060219280422,115,8
CoverageTasks/AC300/AC3_0015.json,4926.136876539086,3417.064364422374,2038.404187022775,346.2877013254927,57,63.372718355152756,60,8
CoverageTasks/AC300/AC6_0016.json,5272.2481709485955,3305.1812271126078,2730.5732632647614,418.4152093146572,36,101.85720752482302,82,8
CoverageTasks/AC300/AC9_0005.json,4808.181792784012,3189.258648363018,3042.8444095431023,467.26758367175535,129,332.6566953880247,104,8
CoverageTasks/AC300/AC6_0007.json,4705.262872539964,3352.6641507693275,2147.1450722300365,420.5202335154019,37,83.81579928100109,75,8
CoverageTasks/AC300/AC1_0008.json,4994.481179289077,3397.8302978010543,1910.5325918585522,339.8345078606498,52,16.09996856492944,38,8
CoverageTasks/AC300/AC14_0006.json,4925.738906800413,3304.228854599388,2875.468183536289,426.8515364811466,30,305.0975104980171,132,8
CoverageTasks/AC300/AC14_0011.json,4353.900065245827,2557.710537535966,3373.797919275871,448.6223612697132,20,261.2589454550762,133,8
CoverageTasks/AC300/AC9_0004.json,5020.424533086051,3311.406589011071,2788.9859879299725,419.75477167132186,50,150.62670830101706,92,8
CoverageTasks/AC300/AC10_0007.json,5089.296391568571,3292.0338540405533,2575.583862420595,437.44146963817394,33,186.64305605506524,105,8
CoverageTasks/AC300/AC1_0017.json,4611.526765610766,3419.72758128071,1808.4336559552262,293.7065147175341,55,25.390283831162378,43,8
CoverageTasks/AC300/AC14_0018.json,5121.216586178043,3300.1411332254,2724.0931509769866,396.08274738029024,42,484.02823295397684,139,8
CoverageTasks/AC300/AC3_0006.json,5002.802514405655,3295.2170747151213,2184.2400407504365,405.85911864557795,45,38.24703715904616,60,8
CoverageTasks/AC300/AC13_0002.json,4908.7555320038655,3333.9950198038136,3035.903023537663,450.06445009815087,34,213.64992861403152,113,8
CoverageTasks/AC300/AC10_0012.json,5223.730067531142,3379.5916137221707,2978.0165849018194,452.81013952492265,48,158.9479721689131,94,8
CoverageTasks/AC300/AC1_0004.json,4581.26385366404,3402.421726765456,1859.066208431248,311.79873490603944,46,21.39010177506134,43,8
CoverageTasks/AC300/AC13_0012.json,4833.011547476994,3285.3963614030063,2434.6524848047384,402.0267970253182,45,311.8049432539847,120,8
CoverageTasks/AC300/AC3_0009.json,4980.875451075371,3181.2784920363592,2234.3186701758686,388.9197126836813,44,68.62285599298775,67,8
CoverageTasks/AC300/AC8_0010.json,4978.194288755714,3454.764401002233,2733.7619237767126,437.57804083004385,36,209.06421552994289,101,8
CoverageTasks/AC300/AC1_0013.json,4475.702081904349,3497.650351048524,1762.6777011157315,268.803131099061,120,29.097372234100476,45,8
CoverageTasks/AC300/AC1_0002.json,4529.764697485569,3299.8879261422157,2085.2097212957187,410.1377523022672,43,25.32363145891577,46,8
CoverageTasks/AC300/AC13_0005.json,5214.154524961648,3049.9141536001935,3144.7007610562396,423.9191844499059,27,306.8112131690141,132,8
CoverageTasks/AC300/AC2_0011.json,4741.608685746035,3419.6131870959966,1874.5643847716578,336.2338850743147,74,35.2607468389906,46,8
CoverageTasks/AC300/AC5_0016.json,4548.947938133881,3397.2009391855836,2046.195243465111,372.58682978603497,21,32.00661326991394,61,8
CoverageTasks/AC300/AC8_0003.json,4670.033960568043,3349.470633251026,2170.9698782063992,372.48103958677126,84,177.67470577708445,87,8
CoverageTasks/AC300/AC2_0006.json,4578.3980700725415,3398.205784025894,1865.456024950914,341.0907807193497,49,29.390153595013544,47,8
CoverageTasks/AC300/AC10_0002.json,4729.559015473755,3242.1105099176248,2544.5416481500597,439.05904804997556,93,224.13522269995883,107,8
CoverageTasks/AC300/AC10_0013.json,5088.770761032669,3417.868189204672,2578.6528902053587,426.75374113158455,39,206.11185129615478,107,8
CoverageTasks/AC300/AC2_0005.json,4686.6320265070435,3380.025172104921,1837.92978043241,295.6994479177108,59,25.837870268151164,43,8
CoverageTasks/AC300/AC11_0015.json,5152.750000418659,3289.3646518827895,2767.8294512288394,397.41789623616444,33,213.49881955585442,111,8
CoverageTasks/AC300/AC7_0010.json,4991.624951993186,3352.401177916144,2249.257749109969,395.2434285961385,50,104.47413329500705,79,8
