dataset_name,totalRouteLength,sumOfTaskLengths,totalRouteCosts,maxRouteCost,iterations,computeTime,num_tasks,number_of_agents
CoverageTasks/AC300/AC2_0002.json,4209.793156556266,3415.5739978489246,1713.0739682778485,349.41301565744646,86,42.806609699036926,46,6
CoverageTasks/AC300/AC5_0007.json,4335.125396038609,3437.5392409841816,1932.489218146603,470.9663564811869,40,74.71949189691804,70,6
CoverageTasks/AC300/AC3_0008.json,4285.3368211059005,3300.751826294453,1766.3231839561395,341.2886479257684,44,36.051844453206286,53,6
CoverageTasks/AC300/AC2_0018.json,4608.04762752783,3393.7474380022045,1821.7266080441455,443.16797070271224,47,20.559883362147957,46,6
CoverageTasks/AC300/AC6_0000.json,4489.351383311489,3102.2096629577686,2139.7644486549707,516.6576027214006,41,76.62236418295652,75,6
CoverageTasks/AC300/AC10_0005.json,5156.773018337086,3191.877209362027,3275.4070748405748,608.3825534397556,74,245.17809807811864,107,6
CoverageTasks/AC300/AC14_0016.json,4831.35868679423,3301.901069102368,2521.9058305111007,504.001051355306,42,320.34872630797327,115,6
CoverageTasks/AC300/AC3_0015.json,4254.7989873849765,3417.0643644223733,1814.2750948221924,456.15595558877664,77,110.49695452512242,60,6
CoverageTasks/AC300/AC6_0016.json,4643.534995789006,3305.181227112607,2589.844199006997,526.1553765331269,33,84.94115557800978,82,6
CoverageTasks/AC300/AC9_0005.json,4645.337692425001,3189.2586483630184,2991.67341275236,574.0758821682654,60,417.5671390919015,104,6
CoverageTasks/AC300/AC6_0007.json,4758.108977087206,3352.664150769328,2125.6677899093074,454.4850444780231,40,85.07452300493605,75,6
CoverageTasks/AC300/AC1_0008.json,4149.633607147423,3397.830297801054,1624.2182430626087,421.9200726572137,31,12.010056702885777,38,6
CoverageTasks/AC300/AC14_0006.json,4764.648045245678,3304.228854599388,2778.804187047541,546.7775569156124,62,676.2036330038682,132,6
CoverageTasks/AC300/AC14_0011.json,4578.8851103283705,2589.6706993972084,3149.759726039836,556.9554810411034,31,406.20988604892045,133,6
CoverageTasks/AC300/AC9_0004.json,4722.74467363246,3311.4065890110705,2675.5607161231164,583.6237397615748,32,137.31173183606006,92,6
CoverageTasks/AC300/AC10_0007.json,4884.3453944259845,3292.0338540405533,2667.4487359213754,536.321718900107,47,273.69857549201697,105,6
CoverageTasks/AC300/AC1_0017.json,4593.124069557132,3419.7275812807097,1806.4304304655006,354.9923734305921,38,20.955735146068037,43,6
CoverageTasks/AC300/AC14_0018.json,4588.840150450118,3300.1411332253997,2534.242483140559,557.0536097143076,45,584.1704106419347,139,6
CoverageTasks/AC300/AC3_0006.json,4429.040258157906,3295.21707471512,2011.7473019616648,545.9769601541806,71,54.70613395399414,60,6
CoverageTasks/AC300/AC13_0002.json,5012.118704754145,3333.995019803813,2963.1065771512885,520.6972783812536,51,259.848313997034,113,6
CoverageTasks/AC300/AC10_0012.json,5103.2439160295635,3379.59161372217,2863.139782599035,531.658412072746,34,147.74659878597595,94,6
CoverageTasks/AC300/AC1_0004.json,4338.512436528095,3402.421726765456,1798.2269829826719,501.09619389292436,35,20.049495497951284,43,6
CoverageTasks/AC300/AC13_0012.json,4793.1715356837585,3285.3963614030063,2452.1067823262647,501.2951760305833,40,395.0740476041101,120,6
CoverageTasks/AC300/AC3_0009.json,4151.273787974131,3181.2784920363592,1958.8214262874899,498.70416865182256,44,75.35403135302477,67,6
CoverageTasks/AC300/AC8_0010.json,4796.160658535917,3454.7644010022336,2681.790711142628,544.1423907904026,45,229.74144317698665,101,6
CoverageTasks/AC300/AC1_0013.json,4322.044030817252,3497.6503510485245,1700.9733192836502,445.71971768713115,27,13.451910299947485,45,6
CoverageTasks/AC300/AC1_0002.json,4268.741110813165,3299.8879261422157,1995.3780290508025,471.23742813418664,40,22.81187131884508,46,6
